URL,Start Time,End Time
T73zytaIMis, 50.000, 60.000
TpGDqfi9wY8, 20.000, 30.000
U6SCy1NbxJs, 0.000, 10.000
U7XlkYiZiMw, 30.000, 40.000
UkGzYUwQIy0, 10.000, 20.000
UtFGnnmECJw, 50.000, 60.000
UvYaYueKRFA, 110.000, 120.000
Uvmw-k-KbX0, 30.000, 40.000
V0eZrXto4Cg, 30.000, 40.000
V6qJjW6FDho, 130.000, 140.000
VJuiGDyR1XI, 30.000, 40.000
VLNY6RCASiI, 0.000, 10.000
VQGufRzLAhU, 150.000, 160.000
VY9KiWrrXP8, 170.000, 180.000
VfDyQ3gh9tg, 30.000, 40.000
W54cc2k_2WQ, 20.000, 30.000
Wg_ItOCp2fU, 25.000, 35.000
XIriiB8lVMs, 100.000, 110.000
XKVDPO-tyaw, 40.000, 50.000
XiLoG5mLhmg, 10.000, 20.000
XqNadLfbq_0, 460.000, 470.000
Y20o0orMzuk, 340.000, 350.000
YZ1pFAGWEYc, 490.000, 500.000
ZR4ynx4YF-8, 0.000, 10.000
ZuwJfDBqtPY, 30.000, 40.000
_5vzIsMsLHI, 190.000, 200.000
_diWPPq1UoI, 0.000, 10.000
_gBlDbll794, 110.000, 120.000
_ibkQyGFe7U, 30.000, 40.000
_m5BYJqKC78, 170.000, 180.000
_nbbnwuVul8, 0.000, 10.000
_polZEiCTSM, 40.000, 50.000
_wPDpHwvIok, 10.000, 20.000
a3Rg4VJVVfI, 410.000, 420.000
aHtI_ukb2No, 0.000, 10.000
aMTsLnn9ArE, 140.000, 150.000
aVMuZ-xhyLo, 110.000, 120.000
awl-qbEn4-U, 120.000, 130.000
b3Wo2lY1f1E, 30.000, 40.000
blgxjnpFCZs, 130.000, 140.000
bnTU7bamY_8, 100.000, 110.000
cRC2HQp6i5s, 250.000, 260.000
cWAEAkBdb4w, 460.000, 470.000
d1f9ylTfAFo, 20.000, 30.000
d62v6Z7d_iE, 280.000, 290.000
dWaXn3FW95s, 40.000, 50.000
dmD6S81xI5c, 30.000, 40.000
eG8Gen04NcQ, 410.000, 420.000
eNDCUvXat6M, 0.000, 10.000
eSKZT8TxPuU, 110.000, 120.000
e_2YO48xNC0, 50.000, 60.000
eesQqPNIruc, 510.000, 520.000
esDX5r7Mm-M, 510.000, 520.000
fDMFH9_Ns0A, 30.000, 40.000
fXQbgPy7rtA, 40.000, 50.000
fjQHGeaGXoY, 30.000, 40.000
g0FVCv-v4p0, 60.000, 70.000
h7n3ac9nhrs, 10.000, 20.000
h88b6fay0ew, 390.000, 400.000
hUe8wvlqx5k, 20.000, 30.000
hdkoUQQrWGo, 16.000, 26.000
iODZVM6FM0E, 320.000, 330.000
iQWSUI0OiJs, 100.000, 110.000
ijFZ6N4A5HU, 10.000, 20.000
iyokeBs38ck, 20.000, 30.000
jG0rn4OCBos, 250.000, 260.000
jlJRKhw5BzQ, 80.000, 90.000
jryVhVsYV_s, 100.000, 110.000
k8ndt66rKm4, 10.000, 20.000
keC99nixhcM, 90.000, 100.000
lBVXqOtpQts, 70.000, 80.000
lFxs2it3-3Y, 10.000, 20.000
lNRion99cE8, 30.000, 40.000
lThMuZElkVY, 30.000, 40.000
lYDFzDZJ81c, 20.000, 30.000
lcBk7r0tHXA, 10.000, 20.000
lfQsg_nm3n0, 210.000, 220.000
lmiS588LpnU, 50.000, 60.000
ln8UUt-dYME, 10.000, 20.000
lvVv-_BzDUI, 30.000, 40.000
lwiDmY6Fw-g, 50.000, 60.000
m2OeBM-QxjI, 90.000, 100.000
mSeXhW8p27s, 40.000, 50.000
mXHcpLZocLU, 10.000, 20.000
mXeh-XHVxoM, 20.000, 30.000
mvqqD7pk8dc, 0.000, 10.000
n2LpUj59aNA, 190.000, 200.000
n6NBXXEfFW0, 80.000, 90.000
nGOHQTKl0-A, 60.000, 70.000
nvmSKcdWrfI, 0.000, 10.000
nxXk4sDpcto, 30.000, 40.000
oZeVKf2c2_s, 30.000, 40.000
ohshyvltWM8, 20.000, 30.000
prQsNYCIFlg, 130.000, 140.000
psTMjxa8jGI, 10.000, 20.000
qdF7ofgcDG4, 30.000, 40.000
r_lkoc8tOyQ, 160.000, 170.000
rma5b-H41Lk, 30.000, 40.000
sJdlq6-UE_s, 360.000, 370.000
sozPXIacxmg, 150.000, 160.000
tBVV7J9UBvQ, 20.000, 30.000
t_Xre327J7w, 0.000, 10.000
u8AuT6nZDno, 70.000, 80.000
uXeKYJ4RWrs, 100.000, 110.000
vjbhbTOX_To, 30.000, 40.000
wPm56W3Dm90, 30.000, 40.000
wdAqPhf5b3w, 30.000, 40.000
xMvXbW2QHNw, 30.000, 40.000
xWR8ZjZrZmU, 20.000, 30.000
xYlKaXTt1VA, 170.000, 180.000
ydg0cFKd4tM, 10.000, 20.000
zXk5NyMmMcM, 60.000, 70.000
zdQq-6OP8_I, 60.000, 70.000
zhVhK2OXsOg, 0.000, 10.000
zkJxQiJHg88, 20.000, 30.000
